"Date","Time (GMT)","Wind Speed (kn)","Wind Dir (deg)","Wind Gust (kn)","Air Temp (°F)","Baro (mb)","Humidity (%)","Visibility (nm)"
"2022/09/21","13:54","8.16","11","11.66","82.6","1015.8","-","-"
"2022/09/21","14:00","8.75","8","10.5","82.8","1015.8","-","-"
"2022/09/21","14:06","7.19","10","9.91","83.1","1015.8","-","-"
"2022/09/21","14:12","7","8","9.14","82.9","1015.9","-","-"
"2022/09/21","14:18","5.64","16","9.14","83.7","1015.9","-","-"
"2022/09/21","14:24","6.41","19","9.33","83.5","1015.9","-","-"
"2022/09/21","14:30","7","17","8.94","83.7","1015.9","-","-"
"2022/09/21","14:36","5.44","14","9.33","84","1015.9","-","-"
"2022/09/21","14:42","7.39","14","9.33","84","1016","-","-"
"2022/09/21","14:48","8.16","16","10.3","84","1016","-","-"
"2022/09/21","14:54","6.03","15","9.72","84.6","1016","-","-"
"2022/09/21","15:00","6.8","18","9.33","84.6","1015.9","-","-"
"2022/09/21","15:06","7.19","21","9.91","84.9","1015.9","-","-"
"2022/09/21","15:12","6.8","19","10.69","85.1","1015.8","-","-"
"2022/09/21","15:18","6.61","20","10.3","85.1","1015.8","-","-"
"2022/09/21","15:24","7.58","24","9.72","85.3","1015.8","-","-"
"2022/09/21","15:30","7.58","26","10.3","85.5","1015.8","-","-"
"2022/09/21","15:36","8.36","23","10.5","85.3","1015.9","-","-"
"2022/09/21","15:42","6.8","19","10.69","85.5","1015.9","-","-"
"2022/09/21","15:48","6.03","24","10.3","85.8","1015.9","-","-"
"2022/09/21","15:54","7.97","21","10.3","85.8","1015.9","-","-"
"2022/09/21","16:00","7.19","23","9.91","85.8","1015.9","-","-"
"2022/09/21","16:06","6.22","27","9.72","86.4","1015.9","-","-"
"2022/09/21","16:12","5.83","24","9.52","86.5","1015.8","-","-"
"2022/09/21","16:18","6.41","30","9.14","86.2","1015.8","-","-"
"2022/09/21","16:24","5.83","29","8.94","86","1015.8","-","-"
"2022/09/21","16:30","6.61","29","9.14","85.8","1015.8","-","-"
"2022/09/21","16:36","6.61","25","9.52","86","1015.7","-","-"
"2022/09/21","16:42","7.58","23","9.52","86.4","1015.7","-","-"
"2022/09/21","16:48","6.61","28","10.69","86.4","1015.7","-","-"
"2022/09/21","16:54","6.8","31","9.72","86.5","1015.6","-","-"
"2022/09/21","17:00","6.41","26","9.91","87.1","1015.6","-","-"
"2022/09/21","17:06","7.39","34","11.08","86.7","1015.5","-","-"
"2022/09/21","17:12","6.41","33","10.5","86.7","1015.5","-","-"
"2022/09/21","17:18","7.39","25","10.11","87.1","1015.3","-","-"
"2022/09/21","17:24","7.19","24","9.72","86.2","1015.3","-","-"
"2022/09/21","17:30","7.19","37","10.89","86.7","1015.3","-","-"
"2022/09/21","17:36","6.41","41","10.5","86.7","1015.3","-","-"
"2022/09/21","17:42","6.22","26","9.91","86.9","1015.2","-","-"
"2022/09/21","17:48","6.61","27","9.91","86.2","1015.1","-","-"
"2022/09/21","17:54","6.22","29","9.33","86.9","1015","-","-"
"2022/09/21","18:00","6.22","23","8.55","86","1014.9","-","-"
"2022/09/21","18:06","5.83","29","7.97","86.4","1014.9","-","-"
"2022/09/21","18:12","7.19","42","9.52","86.9","1014.8","-","-"
"2022/09/21","18:18","6.41","44","9.52","87.3","1014.7","-","-"
"2022/09/21","18:24","5.44","32","9.52","87.3","1014.7","-","-"
"2022/09/21","18:30","7.58","53","9.52","87.1","1014.6","-","-"
"2022/09/21","18:36","6.61","44","10.11","87.8","1014.5","-","-"
"2022/09/21","18:42","6.03","43","10.11","87.8","1014.4","-","-"
"2022/09/21","18:48","7.19","43","10.11","87.8","1014.3","-","-"
"2022/09/21","18:54","6.03","42","10.69","87.8","1014.3","-","-"
"2022/09/21","19:00","7.58","37","10.89","87.8","1014.3","-","-"
"2022/09/21","19:06","6.61","42","10.5","88","1014.2","-","-"
"2022/09/21","19:12","6.22","56","10.3","87.4","1014.1","-","-"
"2022/09/21","19:18","6.61","65","10.89","88.2","1014","-","-"
"2022/09/21","19:24","7.58","71","10.69","88.3","1014","-","-"
"2022/09/21","19:30","7","64","11.66","88.5","1013.9","-","-"
"2022/09/21","19:36","7.19","66","11.08","88.3","1013.8","-","-"
"2022/09/21","19:42","6.61","61","10.5","88.3","1013.8","-","-"
"2022/09/21","19:48","7.19","60","11.08","88","1013.8","-","-"
"2022/09/21","19:54","5.83","71","9.52","88.3","1013.7","-","-"
"2022/09/21","20:00","6.41","58","9.33","87.8","1013.7","-","-"
"2022/09/21","20:06","6.61","55","9.52","88","1013.7","-","-"
"2022/09/21","20:12","5.64","79","9.14","88.5","1013.7","-","-"
"2022/09/21","20:18","4.28","80","8.55","89.6","1013.8","-","-"
"2022/09/21","20:24","5.05","82","9.14","89.6","1013.7","-","-"
"2022/09/21","20:30","4.08","85","7.97","89.8","1013.6","-","-"
"2022/09/21","20:36","4.67","86","7.19","89.6","1013.6","-","-"
"2022/09/21","20:42","4.86","88","7.97","89.1","1013.6","-","-"
"2022/09/21","20:48","2.72","85","7.78","89.8","1013.5","-","-"
"2022/09/21","20:54","3.89","91","7.39","89.8","1013.4","-","-"
"2022/09/21","21:00","3.3","86","6.41","90","1013.3","-","-"
"2022/09/21","21:06","2.92","86","6.22","89.4","1013.2","-","-"
"2022/09/21","21:12","3.3","90","6.61","89.8","1013.2","-","-"
"2022/09/21","21:18","4.08","74","6.41","89.1","1013.2","-","-"
"2022/09/21","21:24","2.14","90","5.44","89.4","1013.1","-","-"
"2022/09/21","21:30","3.3","89","5.64","89.8","1013.1","-","-"
"2022/09/21","21:36","1.56","95","6.03","89.8","1013","-","-"
"2022/09/21","21:42","3.3","104","5.05","89.1","1013","-","-"
"2022/09/21","21:48","3.11","98","5.05","88.7","1012.9","-","-"
"2022/09/21","21:54","3.11","112","5.44","88.5","1012.9","-","-"
"2022/09/21","22:00","1.36","124","4.47","89.1","1012.9","-","-"
"2022/09/21","22:06","0.97","79","3.89","89.4","1012.9","-","-"
"2022/09/21","22:12","2.33","83","3.5","89.8","1012.9","-","-"
"2022/09/21","22:18","3.89","118","4.86","88","1012.8","-","-"
"2022/09/21","22:24","1.75","120","3.5","88.7","1012.8","-","-"
"2022/09/21","22:30","2.53","132","3.89","88.2","1012.8","-","-"
"2022/09/21","22:36","3.69","126","4.28","87.6","1012.8","-","-"
"2022/09/21","22:42","3.11","128","4.86","87.4","1012.8","-","-"
"2022/09/21","22:48","2.72","132","4.67","87.4","1012.8","-","-"
"2022/09/21","22:54","2.92","142","4.47","87.1","1012.8","-","-"
"2022/09/21","23:00","3.11","141","5.25","86.9","1012.8","-","-"
"2022/09/21","23:06","2.53","149","3.89","87.1","1012.8","-","-"
"2022/09/21","23:12","3.3","178","4.28","86.5","1012.8","-","-"
"2022/09/21","23:18","2.72","129","3.89","86.7","1012.8","-","-"
"2022/09/21","23:24","2.72","137","3.69","86.4","1012.9","-","-"
"2022/09/21","23:30","2.14","177","3.5","86.5","1012.9","-","-"
"2022/09/21","23:36","3.11","175","4.67","86","1012.9","-","-"
"2022/09/21","23:42","2.33","179","3.3","85.8","1012.9","-","-"
"2022/09/21","23:48","1.75","163","3.11","85.5","1013","-","-"
"2022/09/21","23:54","2.33","181","3.89","85.3","1013","-","-"
"2022/09/22","00:00","2.72","181","4.28","85.1","1013","-","-"
"2022/09/22","00:06","2.72","155","4.08","84.9","1012.9","-","-"
"2022/09/22","00:12","2.53","157","3.69","84.7","1012.9","-","-"
"2022/09/22","00:18","2.72","147","3.69","84.7","1012.9","-","-"
"2022/09/22","00:24","1.75","175","3.11","84.6","1012.9","-","-"
"2022/09/22","00:30","1.75","168","2.92","84.7","1012.9","-","-"
"2022/09/22","00:36","1.75","174","2.72","84.7","1012.9","-","-"
"2022/09/22","00:42","1.56","147","3.11","84.6","1012.9","-","-"
"2022/09/22","00:48","2.92","148","3.69","84.6","1013","-","-"
"2022/09/22","00:54","2.53","146","4.47","84.6","1013","-","-"
"2022/09/22","01:00","0.78","173","2.53","84.6","1013.1","-","-"
"2022/09/22","01:06","1.36","163","2.72","84.6","1013.1","-","-"
"2022/09/22","01:12","1.75","164","3.3","84.4","1013.1","-","-"
"2022/09/22","01:18","1.94","159","2.92","84.4","1013.2","-","-"
"2022/09/22","01:24","1.94","167","3.69","84.4","1013.2","-","-"
"2022/09/22","01:30","2.14","160","3.11","84.4","1013.3","-","-"
"2022/09/22","01:36","1.94","168","3.3","84.4","1013.4","-","-"
"2022/09/22","01:42","2.33","164","3.3","84.2","1013.4","-","-"
"2022/09/22","01:48","1.94","172","3.69","84.2","1013.4","-","-"
"2022/09/22","01:54","2.92","160","4.67","84.2","1013.5","-","-"
"2022/09/22","02:00","2.53","182","4.08","84","1013.4","-","-"
"2022/09/22","02:06","2.33","147","4.47","84","1013.6","-","-"
"2022/09/22","02:12","2.72","135","4.47","84.2","1013.6","-","-"
"2022/09/22","02:18","3.5","149","5.05","84.2","1013.6","-","-"
"2022/09/22","02:24","3.5","151","5.83","84.2","1013.6","-","-"
"2022/09/22","02:30","3.69","139","6.03","84.2","1013.7","-","-"
"2022/09/22","02:36","3.5","148","6.61","84.2","1013.7","-","-"
"2022/09/22","02:42","4.28","141","6.41","84.2","1013.7","-","-"
"2022/09/22","02:48","3.89","126","5.83","84.2","1013.8","-","-"
"2022/09/22","02:54","3.5","138","5.64","84.2","1013.8","-","-"
"2022/09/22","03:00","3.89","149","6.41","83.8","1013.8","-","-"
"2022/09/22","03:06","1.56","163","5.44","83.7","1013.9","-","-"
"2022/09/22","03:12","2.33","78","3.3","83.7","1014","-","-"
"2022/09/22","03:18","2.72","92","4.08","83.3","1014.1","-","-"
"2022/09/22","03:24","2.72","100","4.28","83.5","1014","-","-"
"2022/09/22","03:30","2.72","78","3.3","83.7","1014.1","-","-"
"2022/09/22","03:36","1.75","87","3.11","83.5","1014.2","-","-"
"2022/09/22","03:42","1.17","101","2.33","83.7","1014.2","-","-"
"2022/09/22","03:48","2.33","113","3.69","83.7","1014.2","-","-"
"2022/09/22","03:54","2.14","111","3.89","83.8","1014.2","-","-"
"2022/09/22","04:00","2.33","127","4.47","83.8","1014.2","-","-"
"2022/09/22","04:06","1.75","141","3.89","83.8","1014.1","-","-"
"2022/09/22","04:12","3.3","127","4.28","82.9","1014.3","-","-"
"2022/09/22","04:18","2.72","156","3.89","81.1","1014.1","-","-"
"2022/09/22","04:24","0.39","160","2.14","81.1","1014.2","-","-"
"2022/09/22","04:30","1.17","142","2.92","81.5","1014.1","-","-"
"2022/09/22","04:36","1.94","156","2.92","81.7","1014","-","-"
"2022/09/22","04:42","1.75","154","2.92","82","1014","-","-"
"2022/09/22","04:48","1.17","161","2.53","82","1014","-","-"
"2022/09/22","04:54","0.78","209","1.36","82.2","1013.9","-","-"
"2022/09/22","05:00","0","192","0.58","81.9","1013.9","-","-"
"2022/09/22","05:06","0","193","0","82","1013.9","-","-"
"2022/09/22","05:12","0.39","227","0.97","82.2","1014","-","-"
"2022/09/22","05:18","1.36","232","1.94","82.2","1014","-","-"
"2022/09/22","05:24","2.53","239","3.5","82.4","1014","-","-"
"2022/09/22","05:30","2.33","235","4.08","82.6","1014","-","-"
"2022/09/22","05:36","3.11","241","4.67","82.6","1013.9","-","-"
"2022/09/22","05:42","1.94","230","3.3","82.6","1014","-","-"
"2022/09/22","05:48","2.33","243","2.92","82.8","1014","-","-"
"2022/09/22","05:54","2.33","237","3.3","82.8","1013.9","-","-"
"2022/09/22","06:00","1.75","210","2.92","82.8","1013.8","-","-"
"2022/09/22","06:06","1.75","193","2.92","82.6","1013.8","-","-"
"2022/09/22","06:12","0.58","174","1.75","82.2","1013.8","-","-"
"2022/09/22","06:18","1.17","191","1.94","82","1013.8","-","-"
"2022/09/22","06:24","0.97","198","1.56","81.9","1013.6","-","-"
"2022/09/22","06:30","1.17","180","1.94","81.7","1013.5","-","-"
"2022/09/22","06:36","0.78","183","1.36","81.9","1013.4","-","-"
"2022/09/22","06:42","0.19","167","1.17","81.9","1013.4","-","-"
"2022/09/22","06:48","0.19","127","1.36","81.9","1013.4","-","-"
"2022/09/22","06:54","0","108","0","81.9","1013.4","-","-"
"2022/09/22","07:00","0.78","107","1.17","81.7","1013.3","-","-"
"2022/09/22","07:06","0.19","83","1.56","81.9","1013.3","-","-"
"2022/09/22","07:12","0.97","115","1.75","81.7","1013.3","-","-"
"2022/09/22","07:18","0","130","1.36","81.9","1013.3","-","-"
"2022/09/22","07:24","0.97","137","1.36","81.7","1013.2","-","-"
"2022/09/22","07:30","0.39","131","1.36","81.9","1013.3","-","-"
"2022/09/22","07:36","1.36","143","1.75","81.7","1013.3","-","-"
"2022/09/22","07:42","1.17","155","1.94","81.7","1013.4","-","-"
"2022/09/22","07:48","0.97","156","2.14","81.7","1013.4","-","-"
"2022/09/22","07:54","1.17","163","1.36","81.5","1013.3","-","-"
"2022/09/22","08:00","1.56","157","1.94","81.7","1013.2","-","-"
"2022/09/22","08:06","0.97","137","1.75","81.7","1013.2","-","-"
"2022/09/22","08:12","0.97","148","1.17","81.7","1013.2","-","-"
"2022/09/22","08:18","0.78","166","1.17","81.7","1013.2","-","-"
"2022/09/22","08:24","0.97","187","1.17","81.9","1013.2","-","-"
"2022/09/22","08:30","0.97","191","1.17","81.9","1013.2","-","-"
"2022/09/22","08:36","0.78","197","0.97","81.7","1013.1","-","-"
"2022/09/22","08:42","0.78","199","0.97","81.7","1013.1","-","-"
"2022/09/22","08:48","1.17","205","1.56","81.7","1013.1","-","-"
"2022/09/22","08:54","0.97","196","1.36","81.7","1013.1","-","-"
"2022/09/22","09:00","0.78","199","1.17","81.3","1013.1","-","-"
"2022/09/22","09:06","0.58","203","0.97","81.3","1013.1","-","-"
"2022/09/22","09:12","0","217","0.58","81.7","1013","-","-"
"2022/09/22","09:18","0","217","0","81.3","1013","-","-"
"2022/09/22","09:24","0","217","0","81.1","1013","-","-"
"2022/09/22","09:30","0","217","0","81","1013","-","-"
"2022/09/22","09:36","0","217","0","81.1","1013","-","-"
"2022/09/22","09:42","0","217","0","81.1","1013.1","-","-"
"2022/09/22","09:48","0.39","144","0.78","81.5","1013.1","-","-"
"2022/09/22","09:54","1.56","153","1.94","81","1013.2","-","-"
"2022/09/22","10:00","0.97","153","2.53","81.1","1013.2","-","-"
"2022/09/22","10:06","0.19","126","1.17","81.1","1013.3","-","-"
"2022/09/22","10:12","1.94","126","2.14","81.7","1013.3","-","-"
"2022/09/22","10:18","0.19","119","1.75","81.1","1013.3","-","-"
"2022/09/22","10:24","1.36","146","1.56","80.8","1013.4","-","-"
"2022/09/22","10:30","1.75","159","2.14","81.1","1013.4","-","-"
"2022/09/22","10:36","2.53","156","2.72","81.1","1013.4","-","-"
"2022/09/22","10:42","1.75","153","2.72","81.5","1013.5","-","-"
"2022/09/22","10:48","1.36","153","1.94","81.7","1013.5","-","-"
"2022/09/22","10:54","1.17","144","1.56","81.7","1013.5","-","-"
"2022/09/22","11:00","1.36","152","1.75","81.7","1013.6","-","-"
"2022/09/22","11:06","1.17","161","1.56","81.5","1013.6","-","-"
"2022/09/22","11:12","0.97","161","1.17","81.7","1013.7","-","-"
"2022/09/22","11:18","0","161","0.97","81.3","1013.7","-","-"
"2022/09/22","11:24","0","161","0","81.5","1013.8","-","-"
"2022/09/22","11:30","0.39","196","0.39","81.5","1013.8","-","-"
"2022/09/22","11:36","0","196","0.39","81.3","1013.9","-","-"
"2022/09/22","11:42","0.19","182","0.39","81.1","1013.9","-","-"
"2022/09/22","11:48","0.97","183","0.97","81","1014","-","-"
"2022/09/22","11:54","0.97","185","1.17","81.1","1014","-","-"
"2022/09/22","12:00","0","177","0.97","81.1","1014.1","-","-"
"2022/09/22","12:06","0","177","0","81.1","1014.1","-","-"
"2022/09/22","12:12","0","176","0","81.3","1014.2","-","-"
"2022/09/22","12:18","0","176","0","81.5","1014.2","-","-"
"2022/09/22","12:24","0","176","0","81.5","1014.3","-","-"
"2022/09/22","12:30","0","176","0","81.9","1014.3","-","-"
"2022/09/22","12:36","0","176","0","82","1014.4","-","-"
"2022/09/22","12:42","0","175","0","82.8","1014.4","-","-"
"2022/09/22","12:48","0","175","0","83.5","1014.5","-","-"
"2022/09/22","12:54","0","286","0","83.1","1014.5","-","-"
"2022/09/22","13:00","1.94","291","2.72","82.9","1014.5","-","-"
"2022/09/22","13:06","2.72","298","3.3","82.8","1014.5","-","-"
"2022/09/22","13:12","2.92","321","4.47","83.1","1014.6","-","-"
"2022/09/22","13:18","3.11","332","4.28","82.9","1014.6","-","-"
"2022/09/22","13:24","2.53","329","3.89","83.1","1014.7","-","-"
"2022/09/22","13:30","3.11","343","5.05","83.1","1014.8","-","-"
"2022/09/22","13:36","2.92","340","4.86","83.1","1014.8","-","-"
"2022/09/22","13:42","2.53","344","4.86","83.7","1014.8","-","-"
"2022/09/22","13:48","3.5","347","4.86","83.7","1014.9","-","-"
"2022/09/22","13:54","3.89","333","5.25","83.3","1014.9","-","-"
"2022/09/22","14:00","2.14","350","4.67","83.5","1015","-","-"
"2022/09/22","14:06","3.89","1","5.05","83.3","1015","-","-"
"2022/09/22","14:12","4.47","345","5.44","84","1015","-","-"
"2022/09/22","14:18","5.05","340","6.03","84.2","1015","-","-"
"2022/09/22","14:24","3.69","345","5.05","84","1015","-","-"
"2022/09/22","14:30","4.28","4","5.25","84","1015","-","-"
"2022/09/22","14:36","3.89","339","5.64","84.4","1015.1","-","-"
"2022/09/22","14:42","3.5","4","4.67","84.2","1015.2","-","-"
"2022/09/22","14:48","4.86","343","6.03","84.4","1015.1","-","-"
"2022/09/22","14:54","4.86","340","6.22","84.7","1015.2","-","-"
"2022/09/22","15:00","4.67","350","6.03","84.6","1015.2","-","-"
"2022/09/22","15:06","4.08","1","6.03","84.6","1015.3","-","-"
"2022/09/22","15:12","4.47","359","6.8","84.7","1015.3","-","-"
"2022/09/22","15:18","4.08","7","6.8","84.4","1015.3","-","-"
"2022/09/22","15:24","5.05","1","6.61","84.4","1015.4","-","-"
"2022/09/22","15:30","4.47","17","5.83","84.4","1015.4","-","-"
"2022/09/22","15:36","3.89","353","6.22","85.3","1015.4","-","-"
"2022/09/22","15:42","4.86","13","6.41","84.9","1015.4","-","-"
"2022/09/22","15:48","3.89","7","5.83","85.1","1015.4","-","-"
"2022/09/22","15:54","3.89","28","5.83","84.9","1015.4","-","-"
"2022/09/22","16:00","3.5","14","4.86","85.3","1015.3","-","-"
"2022/09/22","16:06","3.89","14","5.64","84.7","1015.3","-","-"
"2022/09/22","16:12","3.69","359","6.22","85.5","1015.3","-","-"
"2022/09/22","16:18","4.08","16","5.44","85.3","1015.3","-","-"
"2022/09/22","16:24","4.47","11","5.83","85.3","1015.3","-","-"
"2022/09/22","16:30","4.67","6","7.58","85.3","1015.2","-","-"
"2022/09/22","16:36","3.5","15","5.05","85.5","1015.2","-","-"
"2022/09/22","16:42","3.11","13","5.83","85.5","1015.1","-","-"
"2022/09/22","16:48","4.08","13","6.03","85.5","1015","-","-"
"2022/09/22","16:54","3.5","12","5.05","86","1015","-","-"
"2022/09/22","17:00","3.5","26","6.03","86","1014.9","-","-"
"2022/09/22","17:06","2.92","7","4.28","86","1014.9","-","-"
"2022/09/22","17:12","2.92","4","4.86","86.5","1014.8","-","-"
"2022/09/22","17:18","3.11","7","5.25","86.4","1014.8","-","-"
"2022/09/22","17:24","2.92","20","4.86","86.5","1014.8","-","-"
"2022/09/22","17:30","2.53","358","4.28","86.7","1014.8","-","-"
"2022/09/22","17:36","2.14","19","4.08","86.9","1014.8","-","-"
"2022/09/22","17:42","1.56","53","3.89","87.3","1014.7","-","-"
"2022/09/22","17:48","1.75","95","5.05","87.8","1014.6","-","-"
"2022/09/22","17:54","2.14","88","5.25","87.8","1014.6","-","-"
"2022/09/22","18:00","2.33","32","3.89","87.1","1014.5","-","-"
"2022/09/22","18:06","2.53","57","4.67","87.3","1014.4","-","-"
"2022/09/22","18:12","2.53","64","4.28","87.3","1014.3","-","-"
"2022/09/22","18:18","2.14","57","4.86","87.6","1014.2","-","-"
"2022/09/22","18:24","2.33","60","3.89","88","1014.2","-","-"
"2022/09/22","18:30","2.33","66","5.64","87.3","1014.1","-","-"
"2022/09/22","18:36","2.92","103","5.64","87.6","1014.1","-","-"
"2022/09/22","18:42","1.75","85","5.25","88.7","1014","-","-"
"2022/09/22","18:48","2.92","56","5.05","88.2","1013.9","-","-"
"2022/09/22","18:54","3.89","59","5.44","87.3","1013.9","-","-"
"2022/09/22","19:00","2.14","110","5.05","87.8","1013.8","-","-"
"2022/09/22","19:06","4.28","40","5.64","87.1","1013.7","-","-"
"2022/09/22","19:12","1.75","36","4.86","87.3","1013.7","-","-"
"2022/09/22","19:18","3.5","47","5.05","87.3","1013.6","-","-"
"2022/09/22","19:24","1.36","91","4.47","88.5","1013.5","-","-"
"2022/09/22","19:30","2.92","48","4.28","88.5","1013.4","-","-"
"2022/09/22","19:36","2.33","72","5.83","88.3","1013.4","-","-"
"2022/09/22","19:42","3.3","81","4.47","89.2","1013.3","-","-"
"2022/09/22","19:48","3.11","52","4.67","88.2","1013.3","-","-"
"2022/09/22","19:54","2.14","85","5.05","89.4","1013.3","-","-"
"2022/09/22","20:00","3.3","105","5.05","89.4","1013.1","-","-"
"2022/09/22","20:06","3.11","90","5.64","89.6","1013.1","-","-"
"2022/09/22","20:12","1.56","27","3.89","89.8","1013","-","-"
"2022/09/22","20:18","2.33","128","4.28","88.5","1013","-","-"
"2022/09/22","20:24","1.17","105","4.67","89.6","1012.9","-","-"
"2022/09/22","20:30","1.75","95","4.67","89.2","1012.9","-","-"
"2022/09/22","20:36","0.39","107","5.05","89.4","1012.8","-","-"
"2022/09/22","20:42","1.75","84","3.89","89.1","1012.8","-","-"
"2022/09/22","20:48","1.94","69","3.5","88.7","1012.8","-","-"
"2022/09/22","20:54","1.94","96","3.5","89.6","1012.8","-","-"
"2022/09/22","21:00","3.11","105","5.64","88.9","1012.8","-","-"
"2022/09/22","21:06","2.14","84","4.86","89.1","1012.7","-","-"
"2022/09/22","21:12","1.94","84","5.83","89.1","1012.7","-","-"
"2022/09/22","21:18","1.94","100","4.28","89.1","1012.7","-","-"
"2022/09/22","21:24","2.53","116","5.05","88.9","1012.6","-","-"
"2022/09/22","21:30","2.72","88","4.28","88.7","1012.6","-","-"
"2022/09/22","21:36","3.11","105","5.05","88.9","1012.6","-","-"
"2022/09/22","21:42","2.92","102","5.44","88.5","1012.6","-","-"
"2022/09/22","21:48","3.3","101","5.83","88.3","1012.6","-","-"
"2022/09/22","21:54","3.5","127","4.86","87.8","1012.6","-","-"
"2022/09/22","22:00","2.53","131","4.28","88","1012.6","-","-"
"2022/09/22","22:06","2.14","94","4.08","88.9","1012.6","-","-"
"2022/09/22","22:12","3.3","129","4.86","87.6","1012.7","-","-"
"2022/09/22","22:18","2.92","138","5.83","87.4","1012.7","-","-"
"2022/09/22","22:24","3.5","122","5.25","87.6","1012.7","-","-"
"2022/09/22","22:30","3.5","123","5.25","87.4","1012.7","-","-"
"2022/09/22","22:36","3.11","129","4.47","87.3","1012.6","-","-"
"2022/09/22","22:42","2.53","132","4.86","87.3","1012.6","-","-"
"2022/09/22","22:48","2.33","118","3.69","87.8","1012.6","-","-"
"2022/09/22","22:54","2.14","142","4.67","87.8","1012.5","-","-"
"2022/09/22","23:00","2.53","158","4.67","87.1","1012.5","-","-"
"2022/09/22","23:06","3.89","142","5.25","86.5","1012.6","-","-"
"2022/09/22","23:12","2.72","125","4.28","87.1","1012.6","-","-"
"2022/09/22","23:18","3.11","138","4.86","86.9","1012.7","-","-"
"2022/09/22","23:24","2.53","122","3.69","86.9","1012.7","-","-"
"2022/09/22","23:30","1.17","149","3.69","86.9","1012.7","-","-"
"2022/09/22","23:36","1.17","143","2.92","86.7","1012.7","-","-"
"2022/09/22","23:42","0.58","134","3.11","86.4","1012.7","-","-"
"2022/09/22","23:48","1.56","153","2.33","85.8","1012.7","-","-"
"2022/09/22","23:54","1.75","137","2.33","85.6","1012.7","-","-"
"2022/09/23","00:00","1.17","133","2.53","85.5","1012.6","-","-"
"2022/09/23","00:06","1.36","151","2.53","85.3","1012.6","-","-"
"2022/09/23","00:12","1.75","173","2.53","85.3","1012.6","-","-"
"2022/09/23","00:18","1.94","210","2.53","85.1","1012.7","-","-"
"2022/09/23","00:24","1.75","203","2.33","85.1","1012.7","-","-"
"2022/09/23","00:30","2.14","199","2.92","84.9","1012.7","-","-"
"2022/09/23","00:36","2.14","206","2.72","85.1","1012.8","-","-"
"2022/09/23","00:42","1.36","200","2.92","84.9","1012.8","-","-"
"2022/09/23","00:48","1.75","191","2.92","84.9","1012.8","-","-"
"2022/09/23","00:54","1.75","157","2.53","84.9","1012.9","-","-"
"2022/09/23","01:00","1.94","169","3.11","84.9","1012.9","-","-"
"2022/09/23","01:06","1.56","169","3.11","84.9","1013","-","-"
"2022/09/23","01:12","1.75","211","2.53","84.9","1013","-","-"
"2022/09/23","01:18","1.94","208","3.3","84.7","1013.1","-","-"
"2022/09/23","01:24","2.14","200","3.11","84.7","1013.2","-","-"
"2022/09/23","01:30","1.94","196","3.3","84.6","1013.3","-","-"
"2022/09/23","01:36","1.75","178","3.5","84.6","1013.3","-","-"
"2022/09/23","01:42","1.36","163","3.3","84.2","1013.4","-","-"
"2022/09/23","01:48","1.56","182","2.72","84.2","1013.4","-","-"
"2022/09/23","01:54","2.14","231","2.72","84.2","1013.5","-","-"
"2022/09/23","02:00","1.94","236","3.5","84.6","1013.5","-","-"
"2022/09/23","02:06","0.97","205","2.53","84.4","1013.6","-","-"
"2022/09/23","02:12","1.36","202","1.94","84.2","1013.6","-","-"
"2022/09/23","02:18","2.14","214","2.92","84.2","1013.6","-","-"
"2022/09/23","02:24","1.36","215","3.5","84.4","1013.7","-","-"
"2022/09/23","02:30","1.56","197","1.94","84","1013.7","-","-"
"2022/09/23","02:36","1.56","200","1.94","84","1013.8","-","-"
"2022/09/23","02:42","2.33","191","2.72","84","1013.8","-","-"
"2022/09/23","02:48","2.14","220","2.92","84","1013.9","-","-"
"2022/09/23","02:54","2.53","218","3.11","84","1013.9","-","-"
"2022/09/23","03:00","2.53","202","3.3","83.8","1014","-","-"
"2022/09/23","03:06","2.53","205","3.3","83.8","1014","-","-"
"2022/09/23","03:12","2.92","216","4.08","83.8","1014","-","-"
"2022/09/23","03:18","2.92","215","3.89","83.8","1014.1","-","-"
"2022/09/23","03:24","2.53","222","3.5","84","1014.1","-","-"
"2022/09/23","03:30","3.69","212","4.67","83.8","1014.1","-","-"
"2022/09/23","03:36","3.69","214","5.44","83.7","1014.1","-","-"
"2022/09/23","03:42","3.3","222","4.86","83.8","1014.1","-","-"
"2022/09/23","03:48","3.69","220","4.86","83.7","1014.1","-","-"
"2022/09/23","03:54","2.33","226","4.28","83.7","1014.1","-","-"
"2022/09/23","04:00","3.89","236","5.64","83.7","1014","-","-"
"2022/09/23","04:06","3.11","231","5.25","83.7","1014.1","-","-"
"2022/09/23","04:12","3.69","236","4.86","83.7","1014.1","-","-"
"2022/09/23","04:18","4.28","229","6.03","83.8","1014.2","-","-"
"2022/09/23","04:24","3.5","230","5.64","83.8","1014.2","-","-"
"2022/09/23","04:30","4.28","234","6.03","83.8","1014.2","-","-"
"2022/09/23","04:36","5.05","235","6.8","83.8","1014.2","-","-"
"2022/09/23","04:42","4.67","238","6.41","83.5","1014.2","-","-"
"2022/09/23","04:48","4.86","228","6.41","83.7","1014.3","-","-"
"2022/09/23","04:54","4.86","226","6.22","83.5","1014.3","-","-"
"2022/09/23","05:00","3.69","232","6.03","83.7","1014.3","-","-"
"2022/09/23","05:06","4.28","232","5.64","83.5","1014.2","-","-"
