"","formula","aic","r.sq"
"1","CTEBOL ~ s(edge_perc, k = 4)",261.38180127206,0.00470080541805373
"2","CTEBOL ~ s(edge_l.mangrove, k = 4)",261.480476128393,-0.00309377328755711
"3","CTEBOL ~ s(land_water_ratio, k = 4)",245.24018935998,0.164449994031607
"4","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",261.853854266421,0.00130175553194956
"5","CTEBOL ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",245.034074127153,0.184400833083742
"6","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",246.936045322546,0.147564286148173
"7","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",246.788415680667,0.167860046077942
"8","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",263.093634698102,-0.000547690986154814
"9","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",249.83039282265,0.106971086408874
"10","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",248.355502530854,0.145751575490616
"11","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",248.643590349287,0.147015727494777
"12","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",249.945561034682,0.120430054881516
