"","formula","aic","r.sq"
"1","CALSAP ~ s(edge_perc, k = 4)",126.404152157517,0.220759192587324
"2","CALSAP ~ s(edge_l.mangrove, k = 4)",202.048503618969,-0.0183904481398947
"3","CALSAP ~ s(land_water_ratio, k = 4)",120.658515421024,0.234563840798468
"4","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",126.852514887233,0.228850300467251
"5","CALSAP ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",116.125698856963,0.307978823271
"6","CALSAP ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",122.632706394797,0.21800913270871
"7","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",117.89059372957,0.30043609931803
"8","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",124.440007313594,0.227501555022204
"9","CALSAP ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",119.010681784801,0.265976010352911
"10","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",118.287375326737,0.334673613441407
"11","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",119.978661684544,0.287578070316657
"12","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",118.529346030197,0.332880931000835
