"","formula","aic","r.sq"
"1","CTEBOL ~ s(edge_perc, k = 4)",249.813909843137,-0.00433947209221719
"2","CTEBOL ~ s(edge_l.mangrove, k = 4)",250.505504874384,-0.0163630900014238
"3","CTEBOL ~ s(land_water_ratio, k = 4)",250.556092165267,-0.0165825480892716
"4","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",251.605705088635,-0.0257017633901382
"5","CTEBOL ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",251.711817827563,-0.0211449398100425
"6","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",252.300588013829,-0.0349448856641348
"7","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",253.508129549797,-0.0436881530894881
"8","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",252.186332842192,-0.0113602446712815
"9","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",252.775003088485,0.0144089360638898
"10","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",255.165905452876,-0.0268225601302741
"11","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",254.17813125488,-0.0349424276309924
"12","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",246.184792017922,0.102384688544246
