"","formula","aic","r.sq"
"1","CTEBOL ~ s(edge_perc, k = 4)",260.403016914724,0.0276778793799293
"2","CTEBOL ~ s(edge_l.mangrove, k = 4)",261.553503916756,-0.00358358088735367
"3","CTEBOL ~ s(land_water_ratio, k = 4)",250.766347426726,0.120763180798154
"4","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",259.459376401193,0.063688671939807
"5","CTEBOL ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",251.486250519097,0.149143573019328
"6","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",252.626624992135,0.0930068067027189
"7","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",252.786111505506,0.131622438266948
"8","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",253.199746153036,0.243147291134304
"9","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",251.959449085896,0.0946308231525398
"10","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",246.920682544206,0.223189826096857
"11","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",253.607162427636,0.171110304251421
"12","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",255.560774451911,0.152832631307312
