"","formula","aic","r.sq"
"1","CALSAP ~ s(edge_perc, k = 4)",134.537007766794,0.123763897308518
"2","CALSAP ~ s(edge_l.mangrove, k = 4)",202.140358475323,-0.0196560482894361
"3","CALSAP ~ s(land_water_ratio, k = 4)",113.872786793463,0.319606633409976
"4","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",135.602321366214,0.120266205794907
"5","CALSAP ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",113.778745683351,0.325732674694905
"6","CALSAP ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",115.902023903261,0.304937225614216
"7","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",115.784376551994,0.312214520259713
"8","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",137.627933011076,0.100950339963095
"9","CALSAP ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",111.474238114299,0.362312194132579
"10","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",113.409711175653,0.346636783015352
"11","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",117.355025444237,0.305708352344918
"12","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",115.356817822595,0.330982489029586
