"","formula","aic","r.sq"
"1","CTEBOL ~ s(edge_perc, k = 4)",245.954643050639,0.0722199834497033
"2","CTEBOL ~ s(edge_l.mangrove, k = 4)",250.280204904707,-0.0122539201878193
"3","CTEBOL ~ s(land_water_ratio, k = 4)",238.535775387629,0.142701405077765
"4","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",247.934841894985,0.0526330570392773
"5","CTEBOL ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",239.039871634394,0.144963343937399
"6","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",239.083749941641,0.134966923620436
"7","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",240.29742917078,0.128653211592507
"8","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",247.817421608692,0.0678538215657589
"9","CTEBOL ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",235.173575598885,0.194661214969985
"10","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",237.09187836801,0.184696870051066
"11","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",242.269455457672,0.107462557022671
"12","CTEBOL ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",235.718834773386,0.19785612764427
