"","formula","aic","r.sq"
"1","CALSAP ~ s(edge_perc, k = 4)",140.069993882432,0.069655793500766
"2","CALSAP ~ s(edge_l.mangrove, k = 4)",202.002111592319,-0.0177979234650232
"3","CALSAP ~ s(land_water_ratio, k = 4)",120.658515421024,0.234563840798468
"4","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4)",142.024175903903,0.0503716301100641
"5","CALSAP ~ s(edge_perc, k = 4) + s(land_water_ratio, k = 4)",119.983921567158,0.257551234208581
"6","CALSAP ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4)",122.442541286117,0.224803167023275
"7","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4)",122.014713662741,0.242659602584809
"8","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + ti(edge_l.mangrove,      edge_perc, k = 3)",144.02398348458,0.0292367647182713
"9","CALSAP ~ s(edge_l.mangrove, k = 4) + s(land_water_ratio, k = 4) +      ti(edge_l.mangrove, land_water_ratio, k = 3)",119.121267194046,0.265843159505675
"10","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3)",120.508310486136,0.261374424500149
"11","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, edge_perc, k = 3)",123.448967756008,0.230876478253157
"12","CALSAP ~ s(edge_perc, k = 4) + s(edge_l.mangrove, k = 4) + s(land_water_ratio,      k = 4) + ti(edge_l.mangrove, land_water_ratio, k = 3) + ti(edge_l.mangrove,      edge_perc, k = 3)",122.463749446657,0.243817906532821
